k,e1,e2
-3.141592653589793,-1.1962912017836256,1.496291201783626
-3.1101767270538954,-1.1822271297593097,1.4820790978690292
-3.078760800517997,-1.1680406074545535,1.467448625983035
-3.0473448739820994,-1.1537369123785424,1.4524055017594664
-3.015928947446201,-1.1393213720274655,1.4369557824218087
-2.9845130209103035,-1.124799372461736,1.421105874640277
-2.9530970943744057,-1.1101763678503453,1.404862543068952
-2.9216811678385075,-1.0954578910710195,1.3882329196526444
-2.8902652413026098,-1.0806495654649804,1.3712245138035692
-2.8588493147667116,-1.0657571178565763,1.3538452235596592
-2.827433388230814,-1.0507863929608643,1.3361033478494106
-2.796017461694916,-1.0357433693166067,1.318007600002874
-2.764601535159018,-1.0206341768983025,1.2995671226647776
-2.73318560862312,-1.0054651165789428,1.2807915042841371
-2.701769682087222,-0.9902426816354011,1.261690797375207
-2.670353755551324,-0.9749735815109465,1.2422755387674567
-2.6389378290154264,-0.9596647680745417,1.222556772087701
-2.607521902479528,-0.9443234646445359,1.202546072745719
-2.5761059759436304,-0.9289571980753101,1.1822555757259148
-2.5446900494077322,-0.9135738342395605,1.1616980065219291
-2.5132741228718345,-0.8981816172762673,1.1408867155887519
-2.4818581963359367,-0.8827892130150652,1.1198357167277724
-2.4504422698000385,-0.867405757031517,1.0985597298642533
-2.419026343264141,-0.8520409078343979,1.0770742287235358
-2.3876104167282426,-0.8367049057348088,1.0553954939612318
-2.356194490192345,-0.821408637996721,1.0335406723526852
-2.324778563656447,-0.8061637109177057,1.0115278426963126
-2.293362637120549,-0.7909825295345612,0.9893760891316569
-2.2619467105846507,-0.7758783856877874,0.9671055826123941
-2.230530784048753,-0.7608655552061309,0.9447376713020238
-2.199114857512855,-0.7459594049807363,0.9222949806684784
-2.1676989309769574,-0.7311765106779728,0.8998015240336119
-2.1362830044410592,-0.7165347857777745,0.8772828242714735
-2.104867077905161,-0.7020536225029026,0.8547660472280137
-2.0734511513692633,-0.6877540450011658,0.8322801472316802
-2.0420352248333655,-0.6736588748280365,0.8098560247499005
-2.0106192982974678,-0.6597929083140791,0.7875266957836008
-1.9792033717615696,-0.6461831047441513,0.7653274719345854
-1.9477874452256716,-0.6328587833679638,0.7432961491733673
-1.9163715186897736,-0.6198518260396317,0.7214732021132191
-1.8849555921538759,-0.6071968806760228,0.699901978988507
-1.853539665617978,-0.5949315586571283,0.6786288904688971
-1.82212373908208,-0.5830966167022519,0.6577035828517084
-1.790707812546182,-0.5717361106049771,0.6371790830239398
-1.759291886010284,-0.560897504510877,0.6171118988865945
-1.727875959474386,-0.5506317152769242,0.5975620547889935
-1.6964600329384882,-0.5409930671004468,0.578593037169738
-1.6650441064025903,-0.5320391274831238,0.5602716214786779
-1.6336281798666923,-0.5238303923881187,0.5426675482469125
-1.6022122533307943,-0.5164297871303068,0.5258530148537452
-1.5707963267948963,-0.5099019513592783,0.5099019513592784
-1.5393804002589986,-0.5043122828697201,0.49488905514628145
-1.5079644737231006,-0.49972572724926106,0.48088857139046687
-1.4765485471872026,-0.49620531942258644,0.4679728254270321
-1.4451326206513047,-0.49381050883776023,0.4562105387684688
-1.4137166941154067,-0.4925953306670392,0.44566499115496977
-1.3823007675795087,-0.4926065173307515,0.4363921229550339
-1.350884841043611,-0.4938816724453821,0.4284387000264193
-1.319468914507713,-0.4964476464786515,0.421840680329195
-1.288052987971815,-0.5003192540214805,0.41662192220971145
-1.256637061435917,-0.505498453168916,0.41279335485643165
-1.225221134900019,-0.5119740686467549,0.41035269257316737
-1.1938052083641213,-0.5197220873145363,0.40928472150913286
-1.1623892818282233,-0.5287064965319693,0.4095621293415351
-1.1309733552923253,-0.5388805830173071,0.4111467955477853
-1.0995574287564276,-0.5501885712269317,0.4139914213050675
-1.0681415022205294,-0.5625674611688889,0.41804135893837424
-1.0367255756846316,-0.5759489264707686,0.42323650174565725
-1.0053096491487334,-0.5902611509147089,0.4295131124210097
-0.9738937226128357,-0.60543050956337,0.43680549620773074
-0.9424777960769379,-0.6213830325666085,0.4450474568788666
-0.9110618695410397,-0.6380456203261344,0.45417350423024117
-0.879645943005142,-0.65534700430278,0.4641198073781729
-0.8482300164692438,-0.6732184667043783,0.47482490710728276
-0.816814089933346,-0.6915943444757273,0.48623021269712047
-0.7853981633974483,-0.7104123493095268,0.4982803149535627
-0.7539822368615501,-0.7296137371582303,0.5109231489318067
-0.7225663103256523,-0.7491433593686028,0.5241100384794647
-0.6911503837897541,-0.7689496243292815,0.5377956514965446
-0.6597344572538564,-0.7889843943872932,0.551937890674586
-0.6283185307179586,-0.8092028384349262,0.566497740122442
-0.5969026041820604,-0.8295632564252616,0.5814390841428929
-0.5654866776461627,-0.8500268883806282,0.5967285107300238
-0.5340707511102645,-0.8705577173137495,0.6123351092125665
-0.5026548245743667,-0.8911222728985388,0.6282302688853797
-0.4712388980384685,-0.9116894406672351,0.6443874834107247
-0.43982297150257077,-0.9322302799083703,0.6607821641685643
-0.408407044966673,-0.952717852222992,0.6773914645177976
-0.3769911184307748,-0.9731270617932424,0.694194116026767
-0.34557519189487707,-0.9934345077633016,0.7111702770770338
-0.31415926535897887,-1.0136183486724075,0.7283013937838614
-0.2827433388230811,-1.0336581785672208,0.7455700728641379
-0.25132741228718336,-1.0535349142192012,0.7629599658806117
-0.21991148575128516,-1.0732306927526112,0.7804556641709869
-0.1884955592153874,-1.0927287789276403,0.7980426037090337
-0.1570796326794892,-1.1120134813035867,0.8157069791250451
-0.12566370614359146,-1.1310700765160489,0.8334356661217054
-0.0942477796076937,-1.1498847409299886,0.8512161515490645
-0.06283185307179551,-1.168444488970222,0.8690364704417403
-0.031415926535897754,-1.1867371174773242,0.8868851493676045
4.440892098500626e-16,-1.2047511554864494,0.9047511554864498
0.0314159265358982,-1.2224758188766656,0.9226238507669463
0.06283185307179595,-1.2399009693874674,0.9404929508589859
0.09424777960769415,-1.257017077545983,0.9583484881650585
0.1256637061435919,-1.2738151890924803,0.9761807786981368
0.1570796326794901,-1.2902868945326937,0.9939803923541526
0.18849555921538785,-1.3064243014831152,1.0117381262645082
0.2199114857512856,-1.3222200095097836,1.0294449809281592
0.2513274122871838,-1.3376670871922869,1.0470921388536976
0.28274333882308156,-1.3527590511729086,1.0646709454698258
0.31415926535897976,-1.3674898469762597,1.0821728920877138
0.3455751918948775,-1.3818538314075541,1.099589600721287
0.3769911184307757,-1.3958457563581776,1.116912810591702
0.40840704496667346,-1.4094607538654926,1.1341343661602983
0.4398229715025712,-1.4226943222902455,1.1512462065504394
0.4712388980384694,-1.4355423134895382,1.1682403562330277
0.5026548245743672,-1.448000920876442,1.1851089168632827
0.5340707511102654,-1.4600666682689762,1.201844060167793
0.5654866776461631,-1.4717363994416055,1.218438021791001
0.5969026041820609,-1.4830072683017144,1.234883096019346
0.6283185307179591,-1.4938767296218198,1.2511716313093357
0.6597344572538568,-1.5043425302657125,1.2672960265530053
0.691150383789755,-1.5144027008533505,1.283248728020614
0.7225663103256528,-1.524055547815256,1.2990222269261182
0.7539822368615505,-1.5332996457924866,1.3146090575660627
0.7853981633974487,-1.542133830343003,1.330001795987039
0.8168140899333465,-1.5505571909195117,1.345193059140905
0.8482300164692447,-1.558569064087693,1.3601755044905974
0.8796459430051424,-1.5661690269571544,1.3749418300325473
0.9110618695410402,-1.5733568908005207,1.3894847747046277
0.9424777960769379,-1.580132694838872,1.4037971191511303
0.9738937226128366,-1.5864967001742003,1.4178716868185617
1.0053096491487343,-1.5924493838518394,1.4317013453581404
1.036725575684632,-1.5979914330378246,1.4452790083127138
1.0681415022205298,-1.603123739297991,1.4585976370674762
1.0995574287564276,-1.607847392967244,1.47165024304538
1.1309733552923262,-1.6121636775989727,1.4844298901294513
1.162389281828224,-1.6160740644858869,1.4969296972954529
1.1938052083641217,-1.619580207244818,1.5091428414394141
1.2252211349000195,-1.6226839364591177,1.5210625603855303
1.2566370614359172,-1.6253872543733197,1.5326821560608357
1.2880529879718159,-1.6276923296356114,1.5439949978238432
1.3194689145077136,-1.6296014920845376,1.554994525935082
1.3508848410436114,-1.6311172275770953,1.5656742551581329
1.3823007675795091,-1.632242172856073,1.5760277784803558
1.413716694115407,-1.632979110455125,1.586048770943056
1.4451326206513055,-1.6333309636406483,1.5957309935713566
1.4765485471872033,-1.633300791390048,1.6050682973944936
1.507964473723101,-1.6328917834064762,1.6140546275476824
1.5393804002589988,-1.632107255170555,1.622684027447117
1.5707963267948966,-1.6309506430300091,1.6309506430300094
1.6022122533307952,-1.6294254993285073,1.6388487270519458
1.633628179866693,-1.6275354875753567,1.646372643434151
1.6650441064025907,-1.6252843776580037,1.6535168716535584
1.6964600329384885,-1.622676041099598,1.6602760111688895
1.7278759594743862,-1.61971444636415,1.6666447858762192
1.7592918860102849,-1.6164036542120552,1.672618048587773
1.7907078125461826,-1.6127478131090152,1.678190785527978
1.8221237390820804,-1.6087511546915891,1.6833581208410453
1.8535396656179781,-1.6044179892928365,1.6881153211046056
1.8849555921538759,-1.5997527015317103,1.6924577998441948
1.9163715186897745,-1.5947597459700438,1.6963811220436316
1.9477874452256723,-1.5894436428411762,1.6998810086465796
1.97920337176157,-1.583808973854429,1.7029533410448634
2.0106192982974678,-1.5778603780798401,1.705594165549362
2.0420352248333664,-1.5716025479177218,1.7077996978395857
2.073451151369264,-1.5650402251578075,1.709566327388322
2.104867077905162,-1.5581781971329236,1.7108906218580353
2.1362830044410597,-1.5510212929722986,1.7117693314659972
2.1676989309769574,-1.5435743799598436,1.7121993933154827
2.199114857512856,-1.5358423600029125,1.712177935690655
2.230530784048754,-1.527830166217276,1.7117022823131687
2.2619467105846516,-1.5195427596342606,1.7107699565588677
2.2933626371205493,-1.5109851260362785,1.7093786856333744
2.324778563656447,-1.5021622729271824,1.7075264047057888
2.3561944901923457,-1.4930792266442134,1.705211261000177
2.3876104167282435,-1.483741029618598,1.7024316178450216
2.4190263432641412,-1.4741527377921897,1.699186058681328
2.450442269800039,-1.4643194181979295,1.6954733910306665
2.4818581963359367,-1.4542461467123047,1.6912926504250119
2.5132741228718354,-1.4439380059884468,1.686643104300931
2.544690049407733,-1.4334000835790013,1.6815242558613697
2.576105975943631,-1.4226374702584699,1.6759358479090745
2.6075219024795286,-1.4116552585553253,1.6698778666565084
2.6389378290154264,-1.4004585415049062,1.6633505455180655
2.670353755551325,-1.3890524116348486,1.6563543688913591
2.701769682087223,-1.3774419601956556,1.648890075935462
2.7331856086231205,-1.3656322766499718,1.6409586643551661
2.7646015351590183,-1.3536284484351548,1.6325613942016306
2.796017461694916,-1.3414355610149464,1.623699791701214
2.8274333882308147,-1.3290586982373211,1.6143756531258673
2.8588493147667124,-1.3165029430170891,1.6045910487201722
2.89026524130261,-1.3037733783634418,1.594348326702031
2.921681167838508,-1.2908750887744713,1.583650117356096
2.9530970943744057,-1.27781316202274,1.5724993372413467
2.9845130209103043,-1.2645926913582537,1.5608991935367953
3.015928947446202,-1.251218778157771,1.5488531885521146
3.0473448739821,-1.2376965350522318,1.5363651244331558
3.0787608005179976,-1.224031089567304,1.5234391080957856
3.1101767270538954,-1.210227588315663,1.5100795564253826
